t,cell_location,a,x,s
88,"(4, 13)",1,0,0
88,"(4, 14)",0,0,0
88,"(4, 15)",0,0,0
88,"(4, 16)",0,0,0
88,"(4, 17)",1,1,0
88,"(4, 18)",0,0,0
88,"(4, 19)",1,1,0
88,"(5, 0)",0,0,0
88,"(5, 1)",1,0,0
88,"(5, 2)",1,1,0
88,"(5, 3)",1,0,0
88,"(5, 4)",0,0,0
88,"(5, 5)",0,0,0
88,"(5, 6)",1,1,0
88,"(5, 7)",1,1,0
88,"(5, 8)",0,0,0
88,"(5, 9)",1,1,0
88,"(5, 10)",0,0,0
88,"(5, 11)",1,1,0
88,"(5, 12)",0,0,0
88,"(5, 13)",0,0,0
88,"(5, 14)",1,0,0
88,"(5, 15)",0,0,0
88,"(5, 16)",1,0,0
88,"(5, 17)",1,0,0
88,"(5, 18)",1,0,0
88,"(5, 19)",0,0,0
88,"(6, 0)",0,0,0
88,"(6, 1)",0,0,0
88,"(6, 2)",0,0,0
88,"(6, 3)",0,0,0
88,"(6, 4)",1,1,0
88,"(6, 5)",0,0,0
88,"(6, 6)",1,0,0
88,"(6, 7)",1,0,0
88,"(6, 8)",1,0,0
88,"(6, 9)",1,1,0
88,"(6, 10)",1,1,0
88,"(6, 11)",0,0,0
88,"(6, 12)",0,0,0
88,"(6, 13)",0,0,0
88,"(6, 14)",0,0,0
88,"(6, 15)",1,1,0
88,"(6, 16)",1,1,0
88,"(6, 17)",0,0,0
88,"(6, 18)",0,0,0
88,"(6, 19)",0,0,0
88,"(7, 0)",1,1,0
88,"(7, 1)",1,0,0
88,"(7, 2)",0,0,0
88,"(7, 3)",1,1,0
88,"(7, 4)",0,0,0
88,"(7, 5)",0,0,0
88,"(7, 6)",1,1,0
88,"(7, 7)",1,1,0
88,"(7, 8)",1,1,0
88,"(7, 9)",0,0,0
88,"(7, 10)",1,1,0
88,"(7, 11)",1,0,0
88,"(7, 12)",0,0,0
88,"(7, 13)",0,0,0
88,"(7, 14)",1,0,0
88,"(7, 15)",1,1,0
88,"(7, 16)",1,0,0
88,"(7, 17)",0,0,0
88,"(7, 18)",1,1,0
88,"(7, 19)",0,0,0
88,"(8, 0)",1,0,0
88,"(8, 1)",1,1,0
88,"(8, 2)",0,0,0
88,"(8, 3)",0,0,0
88,"(8, 4)",1,0,0
88,"(8, 5)",1,0,0
88,"(8, 6)",0,0,0
88,"(8, 7)",1,1,0
88,"(8, 8)",0,0,0
88,"(8, 9)",1,1,0
88,"(8, 10)",1,1,0
88,"(8, 11)",0,0,0
88,"(8, 12)",1,0,0
88,"(8, 13)",1,1,0
88,"(8, 14)",1,1,0
88,"(8, 15)",1,1,0
88,"(8, 16)",1,0,0
88,"(8, 17)",1,0,0
88,"(8, 18)",1,1,0
88,"(8, 19)",0,0,0
88,"(9, 0)",1,1,0
88,"(9, 1)",1,1,0
88,"(9, 2)",1,0,0
88,"(9, 3)",0,0,0
88,"(9, 4)",1,0,0
88,"(9, 5)",0,0,0
88,"(9, 6)",0,0,0
88,"(9, 7)",1,1,0
88,"(9, 8)",0,0,0
88,"(9, 9)",1,1,0
88,"(9, 10)",0,0,0
88,"(9, 11)",0,0,0
88,"(9, 12)",1,1,0
88,"(9, 13)",0,0,0
88,"(9, 14)",0,0,0
88,"(9, 15)",1,0,0
88,"(9, 16)",1,1,0
88,"(9, 17)",0,0,0
88,"(9, 18)",1,0,0
88,"(9, 19)",1,0,0
88,"(10, 0)",0,0,0
88,"(10, 1)",0,0,0
88,"(10, 2)",0,0,0
88,"(10, 3)",0,0,0
88,"(10, 4)",0,0,0
88,"(10, 5)",0,0,0
88,"(10, 6)",0,0,0
88,"(10, 7)",1,1,0
88,"(10, 8)",1,1,0
88,"(10, 9)",0,0,0
88,"(10, 10)",1,1,0
88,"(10, 11)",0,0,0
88,"(10, 12)",1,1,0
88,"(10, 13)",0,0,0
88,"(10, 14)",1,1,0
88,"(10, 15)",1,1,0
88,"(10, 16)",1,0,1
88,"(10, 17)",1,0,0
88,"(10, 18)",1,0,0
88,"(10, 19)",0,0,0
88,"(11, 0)",0,0,0
88,"(11, 1)",0,0,0
88,"(11, 2)",1,1,0
88,"(11, 3)",0,0,0
88,"(11, 4)",0,0,0
88,"(11, 5)",1,0,0
88,"(11, 6)",0,0,0
88,"(11, 7)",0,0,0
88,"(11, 8)",0,0,0
88,"(11, 9)",0,0,0
88,"(11, 10)",0,0,0
88,"(11, 11)",1,1,0
88,"(11, 12)",0,0,0
88,"(11, 13)",1,1,0
88,"(11, 14)",0,0,0
88,"(11, 15)",1,1,0
88,"(11, 16)",1,0,0
88,"(11, 17)",0,0,0
88,"(11, 18)",1,0,0
88,"(11, 19)",1,0,0
88,"(12, 0)",0,0,0
88,"(12, 1)",1,1,0
88,"(12, 2)",1,0,0
88,"(12, 3)",1,1,0
88,"(12, 4)",1,1,0
88,"(12, 5)",0,0,0
88,"(12, 6)",0,0,0
88,"(12, 7)",0,0,0
88,"(12, 8)",1,1,0
88,"(12, 9)",1,1,0
88,"(12, 10)",0,0,0
88,"(12, 11)",0,0,0
88,"(12, 12)",1,0,0
88,"(12, 13)",0,0,0
88,"(12, 14)",0,0,0
88,"(12, 15)",0,0,0
88,"(12, 16)",1,1,0
88,"(12, 17)",0,0,0
88,"(12, 18)",0,0,0
88,"(12, 19)",1,0,0
88,"(13, 0)",1,0,0
88,"(13, 1)",1,0,0
88,"(13, 2)",1,1,0
88,"(13, 3)",0,0,0
88,"(13, 4)",0,0,0
88,"(13, 5)",0,0,0
88,"(13, 6)",1,0,0
88,"(13, 7)",1,1,0
88,"(13, 8)",0,0,0
88,"(13, 9)",1,0,0
88,"(13, 10)",0,0,0
88,"(13, 11)",1,1,0
88,"(13, 12)",0,0,0
88,"(13, 13)",0,0,0
88,"(13, 14)",1,1,0
88,"(13, 15)",0,0,0
88,"(13, 16)",0,0,0
88,"(13, 17)",1,0,0
88,"(13, 18)",1,1,0
88,"(13, 19)",1,0,0
88,"(14, 0)",0,0,0
88,"(14, 1)",0,0,0
88,"(14, 2)",1,0,0
88,"(14, 3)",1,0,0
88,"(14, 4)",0,0,0
88,"(14, 5)",0,0,0
88,"(14, 6)",0,0,0
88,"(14, 7)",0,0,0
88,"(14, 8)",1,0,0
88,"(14, 9)",1,1,0
88,"(14, 10)",1,0,0
88,"(14, 11)",0,0,0
88,"(14, 12)",1,0,0
88,"(14, 13)",0,0,0
88,"(14, 14)",0,0,0
88,"(14, 15)",0,0,0
88,"(14, 16)",1,0,0
88,"(14, 17)",0,0,0
88,"(14, 18)",1,0,0
88,"(14, 19)",0,0,0
88,"(15, 0)",0,0,0
88,"(15, 1)",1,0,0
88,"(15, 2)",0,0,0
88,"(15, 3)",0,0,0
88,"(15, 4)",0,0,0
88,"(15, 5)",1,1,1
88,"(15, 6)",1,1,0
88,"(15, 7)",0,0,0
88,"(15, 8)",0,0,0
88,"(15, 9)",0,0,0
88,"(15, 10)",1,1,0
88,"(15, 11)",0,0,0
88,"(15, 12)",0,0,0
88,"(15, 13)",0,0,0
88,"(15, 14)",1,0,0
88,"(15, 15)",1,1,0
88,"(15, 16)",0,0,0
88,"(15, 17)",1,0,0
88,"(15, 18)",0,0,0
88,"(15, 19)",1,0,0
88,"(16, 0)",0,0,0
88,"(16, 1)",1,0,0
88,"(16, 2)",0,0,0
88,"(16, 3)",1,1,0
88,"(16, 4)",0,0,0
88,"(16, 5)",1,1,0
88,"(16, 6)",1,0,0
88,"(16, 7)",0,0,0
88,"(16, 8)",1,0,0
88,"(16, 9)",1,0,0
88,"(16, 10)",1,0,0
88,"(16, 11)",1,0,0
88,"(16, 12)",0,0,0
88,"(16, 13)",1,0,0
88,"(16, 14)",0,0,0
88,"(16, 15)",1,0,0
88,"(16, 16)",1,0,0
88,"(16, 17)",1,0,0
88,"(16, 18)",0,0,0
88,"(16, 19)",1,0,0
88,"(17, 0)",1,1,0
88,"(17, 1)",1,0,0
88,"(17, 2)",0,0,0
88,"(17, 3)",0,0,0
88,"(17, 4)",0,0,0
88,"(17, 5)",0,0,0
88,"(17, 6)",1,0,0
88,"(17, 7)",1,1,0
88,"(17, 8)",1,1,0
88,"(17, 9)",0,0,0
88,"(17, 10)",1,1,0
88,"(17, 11)",1,1,0
88,"(17, 12)",0,0,0
88,"(17, 13)",0,0,0
88,"(17, 14)",1,1,0
88,"(17, 15)",0,0,0
88,"(17, 16)",1,0,0
88,"(17, 17)",1,1,0
88,"(17, 18)",0,0,0
88,"(17, 19)",1,0,0
88,"(18, 0)",0,0,0
88,"(18, 1)",0,0,0
88,"(18, 2)",0,0,0
88,"(18, 3)",0,0,0
88,"(18, 4)",0,0,0
88,"(18, 5)",1,0,0
88,"(18, 6)",0,0,0
88,"(18, 7)",1,1,0
88,"(18, 8)",1,0,0
88,"(18, 9)",1,0,0
88,"(18, 10)",0,0,0
88,"(18, 11)",0,0,0
88,"(18, 12)",0,0,0
88,"(18, 13)",0,0,0
88,"(18, 14)",1,0,0
88,"(18, 15)",1,1,0
88,"(18, 16)",1,0,0
88,"(18, 17)",0,0,0
88,"(18, 18)",0,0,0
88,"(18, 19)",1,0,0
88,"(19, 0)",0,0,0
88,"(19, 1)",0,0,0
88,"(19, 2)",1,0,0
88,"(19, 3)",1,0,0
88,"(19, 4)",1,1,0
88,"(19, 5)",1,0,0
88,"(19, 6)",0,0,0
88,"(19, 7)",1,1,0
88,"(19, 8)",0,0,0
88,"(19, 9)",0,0,0
88,"(19, 10)",0,0,0
88,"(19, 11)",1,0,0
88,"(19, 12)",1,1,0
88,"(19, 13)",0,0,0
88,"(19, 14)",1,1,0
88,"(19, 15)",0,0,0
88,"(19, 16)",1,1,0
88,"(19, 17)",1,0,0
88,"(19, 18)",0,0,0
88,"(19, 19)",1,0,0
89,"(0, 0)",1,1,0
89,"(0, 1)",0,0,0
89,"(0, 2)",0,0,0
89,"(0, 3)",1,0,0
89,"(0, 4)",0,0,0
89,"(0, 5)",1,1,0
89,"(0, 6)",1,1,0
89,"(0, 7)",0,0,0
89,"(0, 8)",1,1,0
89,"(0, 9)",0,0,0
89,"(0, 10)",1,0,0
89,"(0, 11)",0,0,0
89,"(0, 12)",0,0,0
89,"(0, 13)",0,0,0
89,"(0, 14)",1,0,0
89,"(0, 15)",0,0,0
89,"(0, 16)",0,0,0
89,"(0, 17)",1,0,0
89,"(0, 18)",0,0,0
89,"(0, 19)",1,1,0
89,"(1, 0)",1,1,0
89,"(1, 1)",0,0,0
89,"(1, 2)",1,0,0
89,"(1, 3)",0,0,0
89,"(1, 4)",0,0,0
89,"(1, 5)",0,0,0
89,"(1, 6)",0,0,0
89,"(1, 7)",0,0,0
89,"(1, 8)",1,1,0
89,"(1, 9)",0,0,0
89,"(1, 10)",0,0,0
89,"(1, 11)",0,0,0
89,"(1, 12)",0,0,0
89,"(1, 13)",1,1,0
89,"(1, 14)",0,0,0
89,"(1, 15)",0,0,0
89,"(1, 16)",1,0,0
89,"(1, 17)",0,0,0
89,"(1, 18)",0,0,0
89,"(1, 19)",0,0,0
89,"(2, 0)",1,1,0
89,"(2, 1)",0,0,0
89,"(2, 2)",1,1,1
89,"(2, 3)",0,0,0
89,"(2, 4)",0,0,0
89,"(2, 5)",1,1,0
89,"(2, 6)",1,1,0
89,"(2, 7)",0,0,0
89,"(2, 8)",1,0,0
89,"(2, 9)",0,0,0
89,"(2, 10)",0,0,0
89,"(2, 11)",0,0,0
89,"(2, 12)",0,0,0
89,"(2, 13)",0,0,0
89,"(2, 14)",0,0,0
89,"(2, 15)",0,0,0
89,"(2, 16)",0,0,0
89,"(2, 17)",0,0,0
89,"(2, 18)",0,0,0
89,"(2, 19)",0,0,0
89,"(3, 0)",0,0,0
89,"(3, 1)",0,0,0
89,"(3, 2)",1,0,0
89,"(3, 3)",0,0,0
89,"(3, 4)",1,0,0
89,"(3, 5)",1,1,0
89,"(3, 6)",0,0,0
89,"(3, 7)",1,0,0
89,"(3, 8)",0,0,0
89,"(3, 9)",1,0,0
89,"(3, 10)",0,0,0
89,"(3, 11)",0,0,0
89,"(3, 12)",0,0,0
89,"(3, 13)",0,0,0
89,"(3, 14)",0,0,0
89,"(3, 15)",0,0,0
89,"(3, 16)",0,0,0
89,"(3, 17)",1,1,0
89,"(3, 18)",1,0,0
89,"(3, 19)",0,0,0
89,"(4, 0)",1,0,0
89,"(4, 1)",0,0,0
89,"(4, 2)",1,0,0
89,"(4, 3)",0,0,0
89,"(4, 4)",1,0,0
89,"(4, 5)",1,0,0
89,"(4, 6)",0,0,0
89,"(4, 7)",1,1,0
89,"(4, 8)",1,1,0
89,"(4, 9)",1,0,0
89,"(4, 10)",1,0,0
89,"(4, 11)",0,0,0
89,"(4, 12)",0,0,0
89,"(4, 13)",0,0,0
89,"(4, 14)",0,0,0
89,"(4, 15)",1,1,0
89,"(4, 16)",0,0,0
89,"(4, 17)",0,0,0
89,"(4, 18)",1,0,0
89,"(4, 19)",1,0,0
89,"(5, 0)",0,0,0
89,"(5, 1)",1,0,0
89,"(5, 2)",0,0,0
89,"(5, 3)",1,0,0
89,"(5, 4)",1,0,0
89,"(5, 5)",1,0,0
89,"(5, 6)",0,0,0
89,"(5, 7)",1,1,0
89,"(5, 8)",1,1,0
89,"(5, 9)",0,0,0
89,"(5, 10)",1,0,0
89,"(5, 11)",0,0,0
89,"(5, 12)",0,0,0
89,"(5, 13)",0,0,0
89,"(5, 14)",1,1,0
89,"(5, 15)",0,0,0
89,"(5, 16)",0,0,0
89,"(5, 17)",0,0,0
89,"(5, 18)",1,0,0
89,"(5, 19)",0,0,0
89,"(6, 0)",1,1,0
89,"(6, 1)",1,1,0
89,"(6, 2)",1,0,0
89,"(6, 3)",0,0,0
89,"(6, 4)",1,0,0
89,"(6, 5)",0,0,0
89,"(6, 6)",0,0,0
89,"(6, 7)",1,1,0
89,"(6, 8)",0,0,0
89,"(6, 9)",0,0,0
89,"(6, 10)",0,0,0
89,"(6, 11)",1,1,0
89,"(6, 12)",1,1,0
89,"(6, 13)",1,1,0
89,"(6, 14)",0,0,0
89,"(6, 15)",1,1,0
89,"(6, 16)",1,1,0
89,"(6, 17)",0,0,0
89,"(6, 18)",0,0,0
89,"(6, 19)",0,0,0
89,"(7, 0)",0,0,0
89,"(7, 1)",1,0,0
89,"(7, 2)",1,1,0
89,"(7, 3)",1,1,0
89,"(7, 4)",0,0,0
89,"(7, 5)",0,0,0
89,"(7, 6)",1,1,0
89,"(7, 7)",1,1,0
89,"(7, 8)",1,1,0
89,"(7, 9)",1,1,0
89,"(7, 10)",0,0,0
89,"(7, 11)",0,0,0
89,"(7, 12)",1,1,0
89,"(7, 13)",1,0,0
89,"(7, 14)",0,0,0
89,"(7, 15)",1,1,0
89,"(7, 16)",0,0,0
89,"(7, 17)",1,1,0
89,"(7, 18)",1,1,0
89,"(7, 19)",1,0,0
89,"(8, 0)",0,0,0
89,"(8, 1)",0,0,0
89,"(8, 2)",0,0,0
89,"(8, 3)",0,0,0
89,"(8, 4)",1,1,0
89,"(8, 5)",1,1,0
89,"(8, 6)",0,0,0
89,"(8, 7)",0,0,0
89,"(8, 8)",0,0,0
89,"(8, 9)",1,1,0
89,"(8, 10)",0,0,0
89,"(8, 11)",1,1,0
89,"(8, 12)",1,0,0
89,"(8, 13)",1,0,0
89,"(8, 14)",1,1,0
89,"(8, 15)",0,0,0
89,"(8, 16)",0,0,0
89,"(8, 17)",1,1,0
89,"(8, 18)",1,0,0
89,"(8, 19)",1,1,0
89,"(9, 0)",0,0,0
89,"(9, 1)",0,0,0
89,"(9, 2)",1,1,0
89,"(9, 3)",1,1,0
89,"(9, 4)",0,0,0
89,"(9, 5)",1,0,0
89,"(9, 6)",1,1,0
89,"(9, 7)",1,1,0
89,"(9, 8)",1,1,0
89,"(9, 9)",1,1,0
89,"(9, 10)",1,1,0
89,"(9, 11)",0,0,0
89,"(9, 12)",0,0,0
89,"(9, 13)",0,0,0
89,"(9, 14)",0,0,0
89,"(9, 15)",0,0,0
89,"(9, 16)",1,1,0
89,"(9, 17)",1,0,0
89,"(9, 18)",0,0,0
89,"(9, 19)",0,0,0
89,"(10, 0)",0,0,0
89,"(10, 1)",1,0,0
89,"(10, 2)",1,0,0
89,"(10, 3)",1,0,0
89,"(10, 4)",0,0,0
89,"(10, 5)",1,1,0
89,"(10, 6)",0,0,0
89,"(10, 7)",1,1,0
89,"(10, 8)",0,0,0
89,"(10, 9)",0,0,0
89,"(10, 10)",1,1,0
89,"(10, 11)",1,1,0
89,"(10, 12)",1,1,0
89,"(10, 13)",1,1,0
89,"(10, 14)",0,0,0
89,"(10, 15)",0,0,0
89,"(10, 16)",1,0,1
89,"(10, 17)",0,0,0
89,"(10, 18)",0,0,0
89,"(10, 19)",0,0,0
89,"(11, 0)",1,0,0
89,"(11, 1)",0,0,0
89,"(11, 2)",1,0,0
89,"(11, 3)",0,0,0
89,"(11, 4)",1,1,0
89,"(11, 5)",1,1,0
89,"(11, 6)",0,0,0
89,"(11, 7)",1,1,0
89,"(11, 8)",0,0,0
89,"(11, 9)",0,0,0
89,"(11, 10)",0,0,0
89,"(11, 11)",0,0,0
89,"(11, 12)",0,0,0
89,"(11, 13)",1,0,0
89,"(11, 14)",1,0,0
89,"(11, 15)",1,0,0
89,"(11, 16)",0,0,0
89,"(11, 17)",1,0,0
89,"(11, 18)",1,0,0
89,"(11, 19)",1,0,0
89,"(12, 0)",1,0,0
89,"(12, 1)",1,1,0
89,"(12, 2)",0,0,0
89,"(12, 3)",0,0,0
89,"(12, 4)",0,0,0
89,"(12, 5)",0,0,0
89,"(12, 6)",1,1,0
89,"(12, 7)",0,0,0
89,"(12, 8)",1,1,0
89,"(12, 9)",0,0,0
89,"(12, 10)",0,0,0
89,"(12, 11)",1,1,0
89,"(12, 12)",0,0,0
89,"(12, 13)",0,0,0
89,"(12, 14)",1,1,0
89,"(12, 15)",1,0,0
89,"(12, 16)",0,0,0
89,"(12, 17)",1,0,0
89,"(12, 18)",1,1,0
89,"(12, 19)",0,0,0
89,"(13, 0)",1,0,0
89,"(13, 1)",0,0,0
89,"(13, 2)",0,0,0
89,"(13, 3)",1,0,0
89,"(13, 4)",0,0,0
89,"(13, 5)",1,0,0
89,"(13, 6)",1,1,0
89,"(13, 7)",1,0,0
89,"(13, 8)",0,0,0
89,"(13, 9)",1,1,0
89,"(13, 10)",1,0,0
89,"(13, 11)",1,1,0
89,"(13, 12)",1,1,0
89,"(13, 13)",0,0,0
89,"(13, 14)",0,0,0
89,"(13, 15)",1,0,0
89,"(13, 16)",1,0,0
89,"(13, 17)",0,0,0
89,"(13, 18)",1,0,0
89,"(13, 19)",1,0,0
89,"(14, 0)",0,0,0
89,"(14, 1)",0,0,0
89,"(14, 2)",0,0,0
89,"(14, 3)",1,1,0
89,"(14, 4)",1,0,0
89,"(14, 5)",0,0,0
89,"(14, 6)",1,1,0
89,"(14, 7)",1,1,0
89,"(14, 8)",1,1,0
89,"(14, 9)",0,0,0
89,"(14, 10)",0,0,0
89,"(14, 11)",0,0,0
89,"(14, 12)",1,0,0
89,"(14, 13)",0,0,0
89,"(14, 14)",0,0,0
89,"(14, 15)",0,0,0
89,"(14, 16)",1,0,0
89,"(14, 17)",1,1,0
89,"(14, 18)",1,0,0
89,"(14, 19)",1,0,0
89,"(15, 0)",0,0,0
89,"(15, 1)",0,0,0
89,"(15, 2)",0,0,0
89,"(15, 3)",0,0,0
89,"(15, 4)",0,0,0
89,"(15, 5)",1,1,1
89,"(15, 6)",1,1,0
89,"(15, 7)",1,0,0
89,"(15, 8)",0,0,0
89,"(15, 9)",1,1,0
89,"(15, 10)",1,0,0
89,"(15, 11)",1,0,0
89,"(15, 12)",1,1,0
89,"(15, 13)",0,0,0
89,"(15, 14)",1,1,0
89,"(15, 15)",1,1,0
89,"(15, 16)",0,0,0
89,"(15, 17)",1,1,0
89,"(15, 18)",0,0,0
89,"(15, 19)",1,0,0
89,"(16, 0)",1,1,0
89,"(16, 1)",0,0,0
89,"(16, 2)",1,0,0
89,"(16, 3)",0,0,0
89,"(16, 4)",0,0,0
89,"(16, 5)",0,0,0
89,"(16, 6)",1,0,0
89,"(16, 7)",1,0,0
89,"(16, 8)",1,0,0
89,"(16, 9)",1,1,0
89,"(16, 10)",0,0,0
89,"(16, 11)",0,0,0
89,"(16, 12)",1,0,0
89,"(16, 13)",0,0,0
89,"(16, 14)",0,0,0
89,"(16, 15)",0,0,0
89,"(16, 16)",1,1,0
89,"(16, 17)",1,0,0
89,"(16, 18)",0,0,0
89,"(16, 19)",1,1,0
89,"(17, 0)",0,0,0
89,"(17, 1)",1,1,0
89,"(17, 2)",0,0,0
89,"(17, 3)",1,0,0
89,"(17, 4)",0,0,0
89,"(17, 5)",0,0,0
89,"(17, 6)",0,0,0
89,"(17, 7)",1,1,0
89,"(17, 8)",0,0,0
89,"(17, 9)",1,0,0
89,"(17, 10)",0,0,0
89,"(17, 11)",1,0,0
89,"(17, 12)",0,0,0
89,"(17, 13)",0,0,0
89,"(17, 14)",1,1,0
89,"(17, 15)",1,0,0
89,"(17, 16)",1,0,0
89,"(17, 17)",1,0,0
89,"(17, 18)",1,0,0
89,"(17, 19)",1,0,0
89,"(18, 0)",0,0,0
89,"(18, 1)",1,0,0
89,"(18, 2)",1,1,0
89,"(18, 3)",0,0,0
89,"(18, 4)",1,0,0
89,"(18, 5)",1,1,0
89,"(18, 6)",1,0,0
89,"(18, 7)",1,0,0
89,"(18, 8)",1,0,0
89,"(18, 9)",0,0,0
89,"(18, 10)",0,0,0
89,"(18, 11)",1,1,0
89,"(18, 12)",1,1,0
89,"(18, 13)",1,0,0
89,"(18, 14)",1,1,0
89,"(18, 15)",0,0,0
89,"(18, 16)",1,0,0
89,"(18, 17)",0,0,0
89,"(18, 18)",1,0,0
89,"(18, 19)",0,0,0
89,"(19, 0)",1,0,0
89,"(19, 1)",0,0,0
89,"(19, 2)",0,0,0
89,"(19, 3)",1,0,0
89,"(19, 4)",1,0,0
89,"(19, 5)",1,1,0
89,"(19, 6)",1,1,0
89,"(19, 7)",1,1,0
89,"(19, 8)",1,1,0
89,"(19, 9)",0,0,0
89,"(19, 10)",0,0,0
89,"(19, 11)",1,1,0
89,"(19, 12)",1,0,0
89,"(19, 13)",1,0,0
89,"(19, 14)",1,0,0
89,"(19, 15)",1,0,0
89,"(19, 16)",1,0,0
89,"(19, 17)",0,0,0
89,"(19, 18)",1,1,0
89,"(19, 19)",0,0,0
90,"(0, 0)",1,0,0
90,"(0, 1)",1,0,0
90,"(0, 2)",0,0,0
90,"(0, 3)",1,0,0
90,"(0, 4)",0,0,0
90,"(0, 5)",1,0,0
90,"(0, 6)",1,1,0
90,"(0, 7)",1,0,0
90,"(0, 8)",0,0,0
90,"(0, 9)",0,0,0
90,"(0, 10)",1,0,0
90,"(0, 11)",1,0,0
90,"(0, 12)",1,1,0
90,"(0, 13)",0,0,0
90,"(0, 14)",0,0,0
90,"(0, 15)",1,1,0
90,"(0, 16)",1,0,0
90,"(0, 17)",1,1,0
90,"(0, 18)",0,0,0
90,"(0, 19)",0,0,0
90,"(1, 0)",1,0,0
90,"(1, 1)",1,1,0
90,"(1, 2)",0,0,0
90,"(1, 3)",1,0,0
90,"(1, 4)",0,0,0
90,"(1, 5)",1,1,0
90,"(1, 6)",0,0,0
90,"(1, 7)",0,0,0
90,"(1, 8)",1,1,0
90,"(1, 9)",1,1,0
90,"(1, 10)",1,0,0
90,"(1, 11)",1,0,0
90,"(1, 12)",0,0,0
90,"(1, 13)",1,0,0
90,"(1, 14)",0,0,0
90,"(1, 15)",0,0,0
90,"(1, 16)",0,0,0
90,"(1, 17)",0,0,0
90,"(1, 18)",0,0,0
90,"(1, 19)",0,0,0
90,"(2, 0)",0,0,0
90,"(2, 1)",0,0,0
90,"(2, 2)",1,1,1
90,"(2, 3)",0,0,0
90,"(2, 4)",1,0,0
90,"(2, 5)",0,0,0
90,"(2, 6)",0,0,0
90,"(2, 7)",0,0,0
90,"(2, 8)",0,0,0
90,"(2, 9)",0,0,0
90,"(2, 10)",0,0,0
90,"(2, 11)",1,0,0
90,"(2, 12)",0,0,0
90,"(2, 13)",1,0,0
90,"(2, 14)",0,0,0
90,"(2, 15)",0,0,0
90,"(2, 16)",0,0,0
90,"(2, 17)",0,0,0
90,"(2, 18)",1,1,0
90,"(2, 19)",0,0,0
90,"(3, 0)",0,0,0
90,"(3, 1)",1,0,0
90,"(3, 2)",1,0,0
90,"(3, 3)",0,0,0
90,"(3, 4)",0,0,0
90,"(3, 5)",1,0,0
90,"(3, 6)",1,0,0
90,"(3, 7)",0,0,0
90,"(3, 8)",0,0,0
90,"(3, 9)",0,0,0
90,"(3, 10)",1,0,0
90,"(3, 11)",1,1,0
90,"(3, 12)",0,0,0
90,"(3, 13)",1,1,0
90,"(3, 14)",1,1,0
90,"(3, 15)",0,0,0
90,"(3, 16)",0,0,0
90,"(3, 17)",0,0,0
90,"(3, 18)",1,0,0
90,"(3, 19)",1,1,0
90,"(4, 0)",0,0,0
90,"(4, 1)",1,0,0
90,"(4, 2)",0,0,0
90,"(4, 3)",1,1,0
90,"(4, 4)",1,1,0
90,"(4, 5)",1,1,0
90,"(4, 6)",1,1,0
90,"(4, 7)",0,0,0
90,"(4, 8)",1,0,0
90,"(4, 9)",0,0,0
90,"(4, 10)",0,0,0
90,"(4, 11)",1,1,0
90,"(4, 12)",1,0,0
90,"(4, 13)",1,1,0
90,"(4, 14)",0,0,0
90,"(4, 15)",0,0,0
90,"(4, 16)",1,0,0
90,"(4, 17)",1,1,0
90,"(4, 18)",0,0,0
90,"(4, 19)",1,0,0
90,"(5, 0)",0,0,0
90,"(5, 1)",0,0,0
90,"(5, 2)",0,0,0
90,"(5, 3)",1,1,0
90,"(5, 4)",1,0,0
90,"(5, 5)",1,1,0
90,"(5, 6)",1,1,0
90,"(5, 7)",1,0,0
90,"(5, 8)",0,0,0
90,"(5, 9)",0,0,0
90,"(5, 10)",1,0,0
90,"(5, 11)",0,0,0
90,"(5, 12)",0,0,0
90,"(5, 13)",0,0,0
90,"(5, 14)",0,0,0
90,"(5, 15)",0,0,0
90,"(5, 16)",0,0,0
90,"(5, 17)",0,0,0
90,"(5, 18)",0,0,0
90,"(5, 19)",1,0,0
90,"(6, 0)",1,0,0
90,"(6, 1)",1,0,0
90,"(6, 2)",0,0,0
90,"(6, 3)",1,0,0
90,"(6, 4)",1,1,0
90,"(6, 5)",0,0,0
90,"(6, 6)",0,0,0
90,"(6, 7)",0,0,0
90,"(6, 8)",0,0,0
90,"(6, 9)",0,0,0
90,"(6, 10)",0,0,0
90,"(6, 11)",1,0,0
90,"(6, 12)",0,0,0
90,"(6, 13)",1,0,0
90,"(6, 14)",0,0,0
90,"(6, 15)",0,0,0
90,"(6, 16)",0,0,0
90,"(6, 17)",1,0,0
90,"(6, 18)",0,0,0
90,"(6, 19)",0,0,0
90,"(7, 0)",1,0,0
90,"(7, 1)",0,0,0
90,"(7, 2)",0,0,0
90,"(7, 3)",0,0,0
90,"(7, 4)",0,0,0
90,"(7, 5)",0,0,0
90,"(7, 6)",0,0,0
90,"(7, 7)",0,0,0
90,"(7, 8)",0,0,0
90,"(7, 9)",0,0,0
90,"(7, 10)",0,0,0
90,"(7, 11)",0,0,0
90,"(7, 12)",0,0,0
90,"(7, 13)",0,0,0
90,"(7, 14)",0,0,0
90,"(7, 15)",1,0,0
90,"(7, 16)",0,0,0
90,"(7, 17)",0,0,0
90,"(7, 18)",1,0,0
90,"(7, 19)",1,1,0
90,"(8, 0)",1,0,0
90,"(8, 1)",0,0,0
90,"(8, 2)",0,0,0
90,"(8, 3)",1,1,0
90,"(8, 4)",0,0,0
90,"(8, 5)",0,0,0
90,"(8, 6)",1,1,0
