t,cell_location,a,x,s
60,"(7, 4)",0,0,0
60,"(7, 5)",0,0,0
60,"(7, 6)",1,1,0
60,"(7, 7)",1,1,0
60,"(7, 8)",0,0,0
60,"(7, 9)",0,0,0
60,"(7, 10)",1,1,0
60,"(7, 11)",1,0,0
60,"(7, 12)",0,0,0
60,"(7, 13)",0,0,0
60,"(7, 14)",0,0,0
60,"(7, 15)",0,0,0
60,"(7, 16)",0,0,0
60,"(7, 17)",1,1,0
60,"(7, 18)",1,1,0
60,"(7, 19)",0,0,0
60,"(8, 0)",0,0,0
60,"(8, 1)",0,0,0
60,"(8, 2)",0,0,0
60,"(8, 3)",0,0,0
60,"(8, 4)",0,0,0
60,"(8, 5)",1,0,0
60,"(8, 6)",0,0,0
60,"(8, 7)",1,0,0
60,"(8, 8)",0,0,0
60,"(8, 9)",0,0,0
60,"(8, 10)",1,1,0
60,"(8, 11)",1,1,0
60,"(8, 12)",0,0,0
60,"(8, 13)",0,0,0
60,"(8, 14)",1,1,0
60,"(8, 15)",0,0,0
60,"(8, 16)",1,0,0
60,"(8, 17)",0,0,0
60,"(8, 18)",1,0,0
60,"(8, 19)",0,0,0
60,"(9, 0)",0,0,0
60,"(9, 1)",1,0,0
60,"(9, 2)",0,0,0
60,"(9, 3)",1,1,0
60,"(9, 4)",0,0,0
60,"(9, 5)",1,1,0
60,"(9, 6)",0,0,0
60,"(9, 7)",1,1,0
60,"(9, 8)",1,1,0
60,"(9, 9)",0,0,0
60,"(9, 10)",1,1,0
60,"(9, 11)",0,0,0
60,"(9, 12)",1,1,0
60,"(9, 13)",1,1,0
60,"(9, 14)",0,0,0
60,"(9, 15)",1,1,0
60,"(9, 16)",1,0,0
60,"(9, 17)",0,0,0
60,"(9, 18)",0,0,0
60,"(9, 19)",0,0,0
60,"(10, 0)",1,1,0
60,"(10, 1)",1,1,0
60,"(10, 2)",1,0,0
60,"(10, 3)",0,0,0
60,"(10, 4)",1,1,0
60,"(10, 5)",0,0,0
60,"(10, 6)",1,1,0
60,"(10, 7)",0,0,0
60,"(10, 8)",0,0,0
60,"(10, 9)",1,1,0
60,"(10, 10)",1,1,0
60,"(10, 11)",1,1,0
60,"(10, 12)",1,1,0
60,"(10, 13)",1,0,0
60,"(10, 14)",0,0,0
60,"(10, 15)",0,0,0
60,"(10, 16)",1,1,1
60,"(10, 17)",0,0,0
60,"(10, 18)",0,0,0
60,"(10, 19)",0,0,0
60,"(11, 0)",0,0,0
60,"(11, 1)",0,0,0
60,"(11, 2)",1,0,0
60,"(11, 3)",0,0,0
60,"(11, 4)",1,0,0
60,"(11, 5)",0,0,0
60,"(11, 6)",0,0,0
60,"(11, 7)",0,0,0
60,"(11, 8)",0,0,0
60,"(11, 9)",0,0,0
60,"(11, 10)",0,0,0
60,"(11, 11)",0,0,0
60,"(11, 12)",1,1,0
60,"(11, 13)",0,0,0
60,"(11, 14)",1,0,0
60,"(11, 15)",0,0,0
60,"(11, 16)",0,0,0
60,"(11, 17)",1,0,0
60,"(11, 18)",1,1,0
60,"(11, 19)",0,0,0
60,"(12, 0)",1,1,0
60,"(12, 1)",1,0,0
60,"(12, 2)",1,1,0
60,"(12, 3)",1,0,0
60,"(12, 4)",0,0,0
60,"(12, 5)",0,0,0
60,"(12, 6)",0,0,0
60,"(12, 7)",0,0,0
60,"(12, 8)",0,0,0
60,"(12, 9)",0,0,0
60,"(12, 10)",0,0,0
